,idx,platform,head,review,description,image,url,course
1061,1061,simplilearn,Post Graduate Program in Business Analysis,4.6 (21788),"Business Analysis,Elicitation and Collaboration,,,,,,,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/amazonspjnew.png,https://www.simplilearn.com/pgp-business-analysis-certification-training-course?tag=Problem-Solving%20and%20Critical%20Thinking,Problem-Solving and Critical Thinking
497,497,coursera,IBM Full Stack Software Developer,56K reviews,"Skills you'll gain: Prompt Engineering, Istio, Software Development Life Cycle, Node.JS, Cloud Computing Architecture, Server Side, Application Deployment, React Redux, Kubernetes, Cloud Services, Django (Web Framework), Software Architecture, Object-Relational Mapping, Git (Version Control System), Flask (Web Framework), Full-Stack Web Development, Cascading Style Sheets (CSS), Cloud Computing, Jupyter, Engineering Software",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/18/2aa16c328a457cb910aa933bf2cd87/Professional-Certificate-Cloud-App.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,UX/UI Design
1062,1062,simplilearn,Tableau Desktop Specialist Certification Training,4.6 (19555),"Data Integration,Data Organization,Exploratory Data Analysis,,,,",https://www.simplilearn.com/ice9/accreditation_icons/Tableaue%20(1).svgz,https://www.simplilearn.com/tableau-training-and-data-visualization-course?tag=Problem-Solving%20and%20Critical%20Thinking,Problem-Solving and Critical Thinking
498,498,coursera,Excel Skills for Business,62K reviews,"Skills you'll gain: Microsoft Excel, Dashboard, Excel Formulas, Spreadsheet Software, Data Visualization, Excel Macros, Data Validation, Data Analysis Expressions (DAX), Data Cleansing, Data Modeling, Financial Forecasting, Workflow Management, Finance, Data Management, Business Intelligence Software, Consolidation, Data Integrity, Data Entry, Business Reporting, Productivity Software",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a5/5fe03ce0bd4774b8025536110a845e/04.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/excel,UX/UI Design
1063,1063,simplilearn,Applied Data Science with Python,4.5 (19107),"Data wrangling,Data exploration,Data visualization,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Python_48px.svgz,https://www.simplilearn.com/big-data-and-analytics/python-for-data-science-training?tag=Problem-Solving%20and%20Critical%20Thinking,Problem-Solving and Critical Thinking
499,499,coursera,Meta Front-End Developer,23K reviews,"Skills you'll gain: Jest (JavaScript Testing Framework), Version Control, UI/UX Research, Usability Testing, Responsive Web Design, Data Structures, Unix Commands, HTML and CSS, Git (Version Control System), Persona (User Experience), GitHub, Interaction Design, Bootstrap (Front-End Framework), React.js, Mobile Development, Front-End Web Development, Algorithms, Web Development Tools, Javascript, Cascading Style Sheets (CSS)",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/8a/9a826c8e0648ada8b65ddba129e4ab/Meta-Front-End-Developer.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/meta-front-end-developer,UX/UI Design
1064,1064,simplilearn,Certified Lean Six Sigma Green Belt,4.4 (11160),"Implement Lean Six Sigma projects,Project Management,,,,,,",https://www.simplilearn.com/ice9/LOGO%20/IASSC_Green48px.svgz,https://www.simplilearn.com/quality-management/lean-six-sigma-green-belt-training?tag=Problem-Solving%20and%20Critical%20Thinking,Problem-Solving and Critical Thinking
500,500,coursera,Introduction to UX/UI Design,17 reviews,"Skills you'll gain: Design Thinking, User Research, Wireframing, Augmented and Virtual Reality (AR/VR), Emerging Technologies, Prototyping, Software Development Life Cycle",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f4/9c386efa1f4672a1349b8cb281e293/1200x1200px_1221372269.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/introduction-to-uxui-design,UX/UI Design
1065,1065,simplilearn,Machine Learning using Python,4.5 (14791),"Supervised and unsupervised learning,Time series modeling,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Python_48px.svgz,https://www.simplilearn.com/big-data-and-analytics/machine-learning-certification-training-course?tag=Problem-Solving%20and%20Critical%20Thinking,Problem-Solving and Critical Thinking
501,501,coursera,Create High-Fidelity Designs and Prototypes in Figma,4.6K reviews,"Skills you'll gain: Figma (Design Software), User Experience Design, Mockups, Usability Testing, User Interface (UI) Design, Design Elements And Principles, Design Reviews, Prototyping, Technical Communication, Typography, Design Research, Animations, Color Theory",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/2e/10aec2a2454a3496771ebcd34fbbff/1200x600_certsResize_1-1-.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,https://www.coursera.org/learn/high-fidelity-designs-prototype,UX/UI Design
1066,1066,simplilearn,Data Scientist,4.6 (101603),"Website Creation,Behavioral Marketing,Keyword Research,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/IBM_logo%20(1).svgz,https://www.simplilearn.com/big-data-and-analytics/senior-data-scientist-masters-program-training?tag=Problem-Solving%20and%20Critical%20Thinking,Problem-Solving and Critical Thinking
502,502,coursera,"UX Design: Research, Prototyping, Accessible Interactions",25 reviews,"Skills you'll gain: User Research, User Interface (UI) Design, Prototyping, Usability, Figma (Design Software), Web Content Accessibility Guidelines, User Experience Design, Interactive Design, User Centered Design, Mockups, Usability Testing, Persona (User Experience)",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/2f/b092413afd4618abaf524b45685620/BATCH-6-1200X1200.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/ux-design-research-prototyping-accessible-interactions,UX/UI Design
1067,1067,simplilearn,PMI-ACP® Certification,4.3 (5511),"Agile Principles and Mindset,Adaptive Planning,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/PMI_48px.svgz,https://www.simplilearn.com/agile-and-scrum/pmi-acp-certification-training?tag=Problem-Solving%20and%20Critical%20Thinking,Problem-Solving and Critical Thinking
503,503,coursera,Google Digital Marketing & E-commerce,41K reviews,"Skills you'll gain: Data Storytelling, Search Engine Marketing, Media Planning, Social Media Marketing, Google Ads, Email Marketing, Social Media Strategy, Search Engine Optimization, Order Fulfillment, Social Media Management, Performance Measurement, Spreadsheet Software, A/B Testing, Customer Retention, E-Commerce, Campaign Management, Loyalty Programs, Marketing, Interviewing Skills, Applicant Tracking Systems",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/01/30ec6494c24c2ebaa4372771421136/Trin.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop&crop=faces,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce,UX/UI Design
1068,1068,simplilearn,PMP® Renewal Pack,4.4 (29652),"Website Creation,Behavioral Marketing,Keyword Research,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/PMI_48px.svgz,https://www.simplilearn.com/pmp-renewal-pack-to-earn-pdus-masters-program?tag=Problem-Solving%20and%20Critical%20Thinking,Problem-Solving and Critical Thinking
504,504,coursera,Product Design and UX/UI Fundamentals,8 reviews,"Skills you'll gain: User Story, Usability, Design Thinking, User Interface (UI) Design, User Experience Design, Mockups, Wireframing, Usability Testing, Human Centered Design, Figma (Design Software), Artificial Intelligence, Prototyping, User Research, Data Ethics",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/4f/d567b022554d8da642e92dab4b5521/Image_1200x1200.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/microsoft-product-design-and-ux-ui-fundamentals,UX/UI Design
1069,1069,simplilearn,ITIL® 4 Foundation,4.6 (24682),"ITIL key concepts,ITIL central principles,ITIL process models,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/ITIL%20Axelos_48px.svgz,https://www.simplilearn.com/it-service-management/itil-foundation-training?tag=Problem-Solving%20and%20Critical%20Thinking,Problem-Solving and Critical Thinking
505,505,coursera,Meta Full-Stack Developer,24K reviews,"Skills you'll gain: Jest (JavaScript Testing Framework), Django (Web Framework), Version Control, Restful API, Responsive Web Design, Unix Commands, HTML and CSS, Git (Version Control System), GitHub, Relational Databases, Object Oriented Programming (OOP), Database Management Systems, Bootstrap (Front-End Framework), React.js, Mobile Development, SQL, Database Design, API Design, Linux Commands, Python Programming",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/63/68ee51e0794b56930866bfbfee37ba/Meta-Full-Stack-Developer.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/meta-full-stack-developer,UX/UI Design
1102,1102,simplilearn,C|EH v13- Certified Ethical Hacker,4.5 (5773),"Trojans Backdoors and Defense Strategies,,,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/EC_Council.png,https://www.simplilearn.com/cyber-security/ceh-certification?tag=Communication%20and%20Networking,Communication and Networking
506,506,coursera,Fundamentals of UI/UX Design,345 reviews,"Skills you'll gain: Design Thinking, User Experience Design, User Experience, User Interface and User Experience (UI/UX) Design, Human Centered Design, Wireframing, Prototyping, User Research, Information Architecture",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/01/4d2eb6d7d547a8a8d2503127b6d362/GettyImages-1650773179_12s.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/fundamentals-of-uiux-design,UX/UI Design
1103,1103,simplilearn,Docker Certified Associate (DCA) Certification Training Course,4.6 (1842),"Docker,Image,Container,Service,Docker Commit,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Docker_48.svgz,https://www.simplilearn.com/docker-certified-associate-dca-certification-training-course?tag=Communication%20and%20Networking,Communication and Networking
507,507,coursera,IBM Data Engineering,59K reviews,"Skills you'll gain: NoSQL, Data Warehousing, SQL, Apache Hadoop, Extract, Transform, Load, Apache Airflow, Web Scraping, Linux Commands, Database Design, IBM Cognos Analytics, MySQL, Apache Spark, Database Administration, Data Store, Jupyter, Generative AI, Professional Networking, Python Programming, Data Analysis, Data Science",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/6a/d14e81aab148cb9404a40039c2d4df/IBM-Data-Engineering.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/ibm-data-engineer,UX/UI Design
1104,1104,simplilearn,CISSP® - Certified Information Systems Security Professional Training,4.4 (4099),"Security and Risk Management,Asset Security,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/ISC2_48px.png,https://www.simplilearn.com/cyber-security/cissp-certification-training?tag=Communication%20and%20Networking,Communication and Networking
508,508,coursera,Introduction to User Experience Design,8.9K reviews,"Skills you'll gain: User Experience Design, Prototyping, User Centered Design, Usability, Requirements Analysis, UI/UX Research, Interaction Design, User Interface (UI) Design, Usability Testing, User Research",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/6c/0d3ca034c411e694968959655359ff/IntroductionUser_InterfaceDesignPart1.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/user-experience-design,UX/UI Design
1105,1105,simplilearn,Microsoft Certified: Azure Administrator Associate AZ-104,4.6 (2448),"Administer Azure AD users and groups,Azure resources access management,,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Azure_48px.svgz,https://www.simplilearn.com/microsoft-azure-administrator-associate-certification-training-course?tag=Communication%20and%20Networking,Communication and Networking
509,509,coursera,Graphic Design,21K reviews,"Skills you'll gain: Typography, Design Elements And Principles, Graphic Design, Visual Design, Logo Design, Design Software, Digital Design, Creative Design, Graphic and Visual Design, Color Theory, Adobe InDesign, Photo Editing, Photography, Design, Style Guides, Branding, Peer Review, Art History, Design Strategies, Design Research",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/1d/5c8ca09f9b11e58b2bcd64bf4ee4c5/00.SPEC_1200-x-1200_logo.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/graphic-design,UX/UI Design
1106,1106,simplilearn,Certified Business Analysis Professional (CBAP®),4.4 (10436),"Business analysis planning and monitoring,Elicitation and collaboration,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos_2/IIBA_CP_48px.svgz,https://www.simplilearn.com/project-management/cbap-preparatory-course-training?tag=Communication%20and%20Networking,Communication and Networking
510,510,coursera,Game Design and Development with Unity,622 reviews,"Skills you'll gain: Unity Engine, Game Design, Video Game Development, Prototyping, 3D Modeling, Software Design Documents, Peer Review, Cross Platform Development, C# (Programming Language), User Interface (UI), Animation and Game Design, Software Design, Storytelling, Software Documentation, User Experience Design, Augmented and Virtual Reality (AR/VR), Microsoft Visual Studio, Conceptual Design, Computer Graphics, Ideation",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/60/80cb19a88f41eebfe1daae897406d1/levelup.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/game-design-and-development,UX/UI Design
1107,1107,simplilearn,CompTIA Security+ 701,4.5 (2519),"Fundamental Security Concepts,Threats Vulnerabilities and Mitigations,,,",https://www.simplilearn.com/ice9/accreditation_images/Comptia-logo%20%281%29.png,https://www.simplilearn.com/comptia-security-plus-certification-training?tag=Communication%20and%20Networking,Communication and Networking
511,511,coursera,IBM AI Developer,72K reviews,"Skills you'll gain: Prompt Engineering, Software Development Life Cycle, Large Language Modeling, Software Architecture, ChatGPT, Development Environment, Flask (Web Framework), Generative AI, Cascading Style Sheets (CSS), Unit Testing, Jupyter, Bootstrap (Front-End Framework), Software Design, Software Development Tools, Software Engineering, Responsive Web Design, Python Programming, Engineering Software, Machine Learning, Data Science",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f3/2b860471b441f38659038b5ce24c1e/image-1-1-.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,UX/UI Design
1108,1108,simplilearn,CISA®- Certified Information Systems Auditor,4.3 (1588),"Information Systems Auditing,IT Governance and Management,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/ISACA%20logo%20%281%29.png,https://www.simplilearn.com/cyber-security/cisa-certification-training?tag=Communication%20and%20Networking,Communication and Networking
542,542,coursera,Blogging Course,,"Skills you'll gain: Blogs, Performance Analysis, Performance Measurement, Social Media Marketing, Content Creation, WordPress, Promotional Strategies, Content Marketing, Content Management Systems, Email Marketing, Workflow Management, Content Management",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ab/ec37d3c17c445184638da722c7becb/Blogging_Course.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/blogging-course,Blogging
1109,1109,simplilearn,Designing Microsoft Azure Infrastructure Solutions AZ-305,4.6 (1666),"Manage security,Manage identity for Azure,Integrate SaaS services,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Azure_48px.svgz,https://www.simplilearn.com/microsoft-azure-architect-design-certification-training-course?tag=Communication%20and%20Networking,Communication and Networking
543,543,coursera,Facebook Storytelling: Write Compelling Stories,,"Skills you'll gain: Writing, Storytelling, Copywriting, Persuasive Communication, Facebook, Content Creation, Social Media Content, Social Media, Drive Engagement, Prompt Engineering, Generative AI Agents",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/51/68cd209a81406ead345d57ccb68f66/BC-4527_Coursera-Originals-Content-Creator_Course2_Facebook.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50,https://www.coursera.org/learn/facebook-storytelling-write-compelling-stories,Blogging
1110,1110,simplilearn,PMP® Certification Training,4.4 (39366),"Work breakdown structure,Resource allocation,Gantt charts,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/PMI_48px.svgz,https://www.simplilearn.com/project-management/pmp-certification-training?tag=Communication%20and%20Networking,Communication and Networking
544,544,coursera,"Content Creation for TikTok, YouTube, Instagram, Facebook",,"Skills you'll gain: TikTok, Video Production, Content Performance Analysis, Content Creation, Web Analytics and SEO, Search Engine Optimization, Video Editing, Photography, Branding, Social Media Strategy, Content Strategy, Photo Editing, Social Media Campaigns, Storytelling, Drive Engagement, Brand Awareness, Photo/Video Production and Technology, Workflow Management, Marketing Channel, Live Streaming",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/92/94c63b15e64c5590c83d439fc7a5ec/BC-4527_Coursera-Originals-Content-Creator_CourseCard.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50,https://www.coursera.org/professional-certificates/content-creation-tiktok-youtube-instagram-facebook,Blogging
1111,1111,simplilearn,Certified ScrumMaster® (CSM),4.4 (8844),"Scrum Framework Application,Agile Values and Principles,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/CSM_48%20(1).svgz,https://www.simplilearn.com/agile-and-scrum/csm-certification-training?tag=Communication%20and%20Networking,Communication and Networking
545,545,coursera,Memoir and Personal Essay: Write About Yourself,426 reviews,"Skills you'll gain: Storytelling, Writing and Editing, Content Creation, Journals, Writing, Organizational Skills, Editing, Personal Development, Self-Awareness, Overcoming Obstacles, Creativity, English Language, Detail Oriented",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/45/222f90d3c011e89b543bc0c229c028/art-book-book-series-1281148.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50,https://www.coursera.org/specializations/memoir-personal-essay,Blogging
1112,1112,simplilearn,Applied Data Science with Python,4.5 (19107),"Data wrangling,Data exploration,Data visualization,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Python_48px.svgz,https://www.simplilearn.com/big-data-and-analytics/python-for-data-science-training?tag=Communication%20and%20Networking,Communication and Networking
546,546,coursera,"HTML, CSS, and Javascript for Web Developers",17K reviews,"Skills you'll gain: Cascading Style Sheets (CSS), HTML and CSS, Javascript, Ajax, Responsive Web Design, Bootstrap (Front-End Framework), Front-End Web Development, Web Design, Hypertext Markup Language (HTML), Browser Compatibility, Web Design and Development, Web Development, JSON, Web Applications, Scripting, Usability, Cross Platform Development, Object Oriented Programming (OOP), Event-Driven Programming, User Interface and User Experience (UI/UX) Design",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2b/af5bff316f4f158b56d46fd2242e70/Untitled-design-3-.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50,https://www.coursera.org/specializations/html-css-javascript-for-web-developers,Blogging
1113,1113,simplilearn,Machine Learning using Python,4.5 (14791),"Supervised and unsupervised learning,Time series modeling,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Python_48px.svgz,https://www.simplilearn.com/big-data-and-analytics/machine-learning-certification-training-course?tag=Communication%20and%20Networking,Communication and Networking
547,547,coursera,Affiliate Marketing Course,6 reviews,"Skills you'll gain: Promotional Strategies, Marketing Channel, Email Marketing, Product Promotion, Content Marketing, Marketing Strategies, Social Media Marketing, Marketing, Blogs, Strategic Partnership, Trend Analysis, Performance Analysis, Marketing Analytics, Web Analytics and SEO, Market Trend, Relationship Building",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/07/3447b9bb2e418491ba0df7b6ed5aa4/Affiliate-Marketing_Course.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50,https://www.coursera.org/learn/affiliate-marketing-course,Blogging
1139,1139,simplilearn,Business Analyst,4.5 (86140),"Website Creation,Behavioral Marketing,Keyword Research,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/IBM_logo%20(1).svgz,https://www.simplilearn.com/business-analyst-certification-training-course?tag=Financial%20Literacy,Financial Literacy
548,548,coursera,The Strategy of Content Marketing,5.2K reviews,"Skills you'll gain: Content Marketing, Content Performance Analysis, Content Strategy, Marketing Strategies, Content Creation, Strategic Marketing, Social Media Strategy, Marketing, Multimedia, Copywriting, Branding, Target Audience, Persona Development, Business Ethics, Writing",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/40/8dbf10ac1911e68f5119007c0cf554/GettyImages-547015901-Thumbnail.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/content-marketing,Blogging
1140,1140,simplilearn,Data Scientist,4.6 (101603),"Website Creation,Behavioral Marketing,Keyword Research,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/IBM_logo%20(1).svgz,https://www.simplilearn.com/big-data-and-analytics/senior-data-scientist-masters-program-training?tag=Financial%20Literacy,Financial Literacy
549,549,coursera,Facebook Content Creation Essentials,,"Skills you'll gain: Facebook, Content Creation, Social Media Content, Graphic and Visual Design, Graphic Design, Social Media, Drive Engagement, Video Production, Storytelling, Photo Editing, Generative AI Agents, Writing, Video Editing",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/51/68cd209a81406ead345d57ccb68f66/BC-4527_Coursera-Originals-Content-Creator_Course2_Facebook.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/facebook-content-creation-essentials,Blogging
1141,1141,simplilearn,PMP® Renewal Pack,4.4 (29652),"Website Creation,Behavioral Marketing,Keyword Research,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/PMI_48px.svgz,https://www.simplilearn.com/pmp-renewal-pack-to-earn-pdus-masters-program?tag=Financial%20Literacy,Financial Literacy
550,550,coursera,Instagram Content Creation Essentials,,"Skills you'll gain: Instagram, Storytelling, Content Creation, Social Media Content, Video Editing, Copywriting, Video Production, Photo Editing, Photography, Media Production, Social Media, Graphic and Visual Design, Writing",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/c2/6a0da524424ce092152e7d0c83a930/BC-4527_Coursera-Originals-Content-Creator_Course1_Instagram.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/instagram-content-creation-essentials,Blogging
1142,1142,simplilearn,Data Analyst,4.6 (55240),"Website Creation,Behavioral Marketing,Keyword Research,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/IBM_logo%20(1).svgz,https://www.simplilearn.com/data-analyst-masters-certification-training-course?tag=Financial%20Literacy,Financial Literacy
551,551,coursera,Business Writing & Technical Writing Immersion,,"Skills you'll gain: Business Writing, Concision, Writing, Persuasive Communication, Technical Writing, Business Communication, Grammar, Target Audience, Writing and Editing, Report Writing, Editing, Technical Communication, Proofreading, Communication, Proposal Writing, Productivity, Generative AI Agents",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/9b/581347235443ff8428de0eb4d83874/Thumbnail-1200-x-1200-px-Andreas-Updated.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/business-writing--technical-writing-immersion,Blogging
1143,1143,simplilearn,AWS Cloud Architect Masters Program,4.4 (20014),"Website Creation,Behavioral Marketing,Keyword Research,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/AWS_48px.svgz,https://www.simplilearn.com/aws-cloud-architect-certification-training-course?tag=Financial%20Literacy,Financial Literacy
552,552,coursera,Social Computing,8 reviews,"Skills you'll gain: Network Analysis, Graph Theory, Machine Learning, Applied Machine Learning, Social Sciences, Statistical Analysis, Amazon Web Services, R Programming, Tensorflow, Data Ethics, Artificial Intelligence and Machine Learning (AI/ML), Research Design, Sociology, Human Machine Interfaces, Data Collection, Machine Learning Methods, Behavioral Economics, Trend Analysis, Analytics, Statistical Modeling",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/bb/cf9d9ae3824384b9a89db17d3247f0/Screenshot-2024-09-26-155739.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/social-computing,Blogging
1144,1144,simplilearn,PMP® Plus,4.5 (69614),"Website Creation,Behavioral Marketing,Keyword Research,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/PMI_48px.svgz,https://www.simplilearn.com/pmp-plus-bundle-masters-program?tag=Financial%20Literacy,Financial Literacy
553,553,coursera,Facebook Planning: Manage Content Like a Pro,,"Skills you'll gain: Facebook, Content Strategy, Social Media Content, Content Creation, Social Media Management, Drive Engagement, Content Management, Calendar Management, Social Media, Google Workspace, Content Performance Analysis, Workflow Management, Scheduling, Live Streaming",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/51/68cd209a81406ead345d57ccb68f66/BC-4527_Coursera-Originals-Content-Creator_Course2_Facebook.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/facebook-planning-manage-content-like-a-pro,Blogging
1145,1145,simplilearn,Certified ScrumMaster® (CSM),4.4 (8844),"Scrum Framework Application,Agile Values and Principles,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/CSM_48%20(1).svgz,https://www.simplilearn.com/agile-and-scrum/csm-certification-training?tag=Financial%20Literacy,Financial Literacy
554,554,coursera,Applied Digital Literacy,185 reviews,"Skills you'll gain: Digital Design, Infographics, Content Creation, Graphic Design, Multimedia, Brainstorming, Web Content, Planning, Information Management, Research, Literacy, Lifelong Learning, Critical Thinking, Investigation, Digital Communications, Intellectual Property, Peer Review, Communication, Data Ethics, Design Thinking",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/64/6e55f9ab6844638c6593c0177492a0/applied-digital-literacy-logo.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/applied-digital-literacy,Blogging
