,idx,platform,head,review,description,image,url,course
838,838,learnvern,The Complete React Native Developer Course,5727,,https://assets.learnvern.com/course/icons/17836.svg,https://www.learnvern.com/react-native-tutorial,Entrepreneurship Development
250,250,coursera,Foundations of Cybersecurity,35K reviews,"Skills you'll gain: Cybersecurity, Security Controls, Cyber Attacks, Security Management, Cyber Security Strategy, Incident Response, Cyber Risk, Security Information and Event Management (SIEM), Information Assurance, Data Ethics, Network Analysis, Ethical Standards And Conduct",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f8/d2bb2e728e4622af311ff38339693d/1_CYBER_FOUNDATION.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop&crop=faces,https://www.coursera.org/learn/foundations-of-cybersecurity,Cybersecurity
477,477,simplilearn,UX/UI Design Program with Generative AI,4.7 (272),"UX Design,Design Thinking Principles,Prototyping,,,,,,,,,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/AdobeSPJ.png,https://www.simplilearn.com/gen-ai-ux-ui-design-course?tag=UX/UI%20Design,UX/UI Design
533,533,edx,Jump Start: Small/Medium Business,CheckPoint,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogo_override%2F903b49d2-e393-4e26-84fa-f91cfeedcfe4-a8e8bddb4fca.png&w=256&q=75,https://www.edx.org/learn/network-security/check-point-software-technologies-ltd-jump-start-small-medium-business?index=product&queryId=f95657541e21feb1f09574166c41596f&position=22,Blogging
839,839,learnvern,Core Java Course,84274,,https://assets.learnvern.com/course/icons/82651.svg,https://www.learnvern.com/course/core-java-programming-tutorial,Entrepreneurship Development
251,251,coursera,Managing Cybersecurity,1.3K reviews,"Skills you'll gain: Network Security, Incident Response, Network Administration, Vulnerability Management, Cybersecurity, Contingency Planning, Cyber Governance, Cyber Attacks, Disaster Recovery, Cyber Security Policies, Security Management, Firewall, Computer Security Incident Management, Network Monitoring, General Networking, Cyber Security Strategy, Crisis Management, Vulnerability Assessments, Cyber Security Assessment, Risk Management",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/c0/1a19e96a574fdc83336b9ff2780c1e/CyberEye-Square.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/managing-cybersecurity,Cybersecurity
478,478,simplilearn,Designing Microsoft Azure Infrastructure Solutions AZ-305,4.6 (1666),"Manage security,Manage identity for Azure,Integrate SaaS services,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Azure_48px.svgz,https://www.simplilearn.com/microsoft-azure-architect-design-certification-training-course?tag=UX/UI%20Design,UX/UI Design
534,534,edx,Machine Learning and AI with Python,HarvardX,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F44022f13-20df-4666-9111-cede3e5dc5b6-2cc39992c67a.png&w=256&q=75,https://www.edx.org/learn/machine-learning/harvard-university-machine-learning-and-ai-with-python?index=product&queryId=f95657541e21feb1f09574166c41596f&position=23,Blogging
840,840,learnvern,Laravel Course - The PHP Framework,6123,,https://assets.learnvern.com/course/icons/88209.svg,https://www.learnvern.com/laravel-tutorial,Entrepreneurship Development
252,252,coursera,IBM and ISC2 Cybersecurity Specialist,13K reviews,"Skills you'll gain: Software Development Life Cycle, Computing Platforms, Network Security, Incident Response, Cloud Computing Architecture, Penetration Testing, Computer Security Incident Management, Cloud Services, Business Continuity, Disaster Recovery, Security Controls, Peripheral Devices, Configuration Management, Cybersecurity, Governance, Cloud Security, Network Protocols, Application Security, Information Technology, Cryptography",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/b7/7720a62df04535bcae5488c47e1be8/IBM-and-ISC2-Cybersecurity-Specialist.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/ibm-isc2-cybersecurity-specialist,Cybersecurity
479,479,simplilearn,e-Post Graduate Diploma (ePGD) in IC Design,Duration: 12 months,"Semiconductor Device Modeling,Analog and Digital Design Flows,,,,,,",https://www.simplilearn.com/ice9/university/IITB_56px.svgz,https://www.simplilearn.com/iit-bombay-epgd-in-integrated-circuit-design-course?tag=UX/UI%20Design,UX/UI Design
535,535,edx,Empathy and Emotional Intelligence at Work,BerkeleyX,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F54bc81cb-b736-4505-aa51-dd2b18c61d84-2082c7ba1024.png&w=256&q=75,https://www.edx.org/learn/business-administration/university-of-california-berkeley-empathy-and-emotional-intelligence-at-work?index=product&queryId=f95657541e21feb1f09574166c41596f&position=24,Blogging
841,841,learnvern,Python Flask Course - Create A Complete Website,15697,,https://assets.learnvern.com/course/icons/75436.svg,https://www.learnvern.com/python-flask-tutorial,Entrepreneurship Development
253,253,coursera,Certified Ethical Hacking (v12),227 reviews,"Skills you'll gain: Cloud Security, Penetration Testing, Distributed Denial-Of-Service (DDoS) Attacks, Network Security, Malware Protection, Cyber Security Assessment, Cybersecurity, Threat Modeling, Cloud Computing, Mobile Security, Cyber Attacks, Security Testing, Cloud Services, Threat Detection, Cloud Infrastructure, Information Systems Security, Intrusion Detection and Prevention, Cyber Threat Intelligence, Firewall, Cryptography",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/cf/4ed55ae4f74680a5a2e92929df1223/CEHv12-1-.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/certified-ethical-hacking-v12-cehv12-exam-prep-course,Cybersecurity
480,480,simplilearn,Kanban Management Professional (KMP)-1 Kanban System Design course,Duration: 6 Months,"Understanding demand vs capability,Creating Kanban systems,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/Simplilearn_logo.svgz,https://www.simplilearn.com/kanban-system-design-kmp1-certification-training?tag=UX/UI%20Design,UX/UI Design
629,629,edx,Graphic Design Essentials,LCIEducation,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F896c0232-66fb-4b55-8fc1-2c75ba76db4c-05c9ce243e9b.png&w=256&q=75,https://www.edx.org/learn/graphic-design/lci-education-graphic-design-essentials?index=product&queryId=1e0c83d213f2cca4fd6326d815976f54&position=1,Graphic Design
842,842,learnvern,Web Designing with CSS3 Course in Tamil,2611,,https://assets.learnvern.com/course/icons/94198.svg,https://www.learnvern.com/css3-tutorial-in-tamil,Entrepreneurship Development
254,254,coursera,Palo Alto Networks Cybersecurity,802 reviews,"Skills you'll gain: Network Security, Cloud Security, Cybersecurity, Cloud Platforms, Cloud-Native Computing, Cloud Services, Cloud Computing, General Networking, TCP/IP, Zero Trust Network Access, Cryptography, Endpoint Security, Cyber Threat Intelligence, Malware Protection, Cloud Infrastructure, Firewall, Encryption, Network Infrastructure, DevSecOps, Security Information and Event Management (SIEM)",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f1/93a1373d294063a96a63fffbcbea2a/AcademySpecializatioin.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals,Cybersecurity
481,481,simplilearn,AWS Solutions Architect,4.5 (7483),"AWS solution planning,AWS architecture best practice,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/aws_master_64x.svgz,https://www.simplilearn.com/cloud-computing/aws-solution-architect-associate-training?tag=UX/UI%20Design,UX/UI Design
630,630,edx,Introduction to Illustrator,LCIEducation,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F896c0232-66fb-4b55-8fc1-2c75ba76db4c-05c9ce243e9b.png&w=256&q=75,https://www.edx.org/learn/design/lci-education-introduction-to-illustrator?index=product&queryId=1e0c83d213f2cca4fd6326d815976f54&position=2,Graphic Design
843,843,learnvern,Web Designing with CSS3 Course in English,7151,,https://assets.learnvern.com/course/icons/72774.svg,https://www.learnvern.com/css3-tutorial,Entrepreneurship Development
255,255,coursera,Fortinet Network Security,106 reviews,"Skills you'll gain: Firewall, Virtual Private Networks (VPN), Network Troubleshooting, Network Routing, Network Security, Intrusion Detection and Prevention, Authentications, Network Monitoring, Network Administration, Security Information and Event Management (SIEM), Security Engineering, Network Infrastructure, Network Performance Management, Enterprise Security, Network Architecture, Security Management, Application Security, Cybersecurity, Computer Security, Cyber Security Strategy",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e2/c2ff62fc834029936319e51e3622f3/logo2.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/fortinet-network-security,Cybersecurity
482,482,simplilearn,Java Certification Training,4.3 (1071),"Core Java 8 concepts,Java EE,Java Servlet,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Java_48px.svgz,https://www.simplilearn.com/mobile-and-software-development/java-javaee-soa-development-training?tag=UX/UI%20Design,UX/UI Design
631,631,edx,Representations of HIV/AIDS,DavidsonNext,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2Fd088da25-9162-45da-a87c-be0eeeedd593-e74b7ccbdf6e.png&w=256&q=75,https://www.edx.org/learn/healthcare/davidson-next-representations-of-hiv-aids?index=product&queryId=1e0c83d213f2cca4fd6326d815976f54&position=3,Graphic Design
844,844,learnvern,Web Designing with CSS3 Course,43509,,https://assets.learnvern.com/course/icons/53264.svg,https://www.learnvern.com/course/css3-tutorial-in-hindi,Entrepreneurship Development
256,256,coursera,NIST Cybersecurity and Risk Management Frameworks,27 reviews,"Skills you'll gain: Computer Security Incident Management, NIST 800-53, Security Controls, Disaster Recovery, Authorization (Computing), Risk Analysis, Business Risk Management, Security Management, Continuous Monitoring, Change Control, Cybersecurity, Threat Management, Risk Management, System Monitoring, Security Strategy, Cyber Risk, Vulnerability Assessments, Cyber Security Policies, Configuration Management, Enterprise Security",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/3f/637ced463a4511bab7b173b85bcfa0/red-web.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/packt-nist-cybersecurity-and-risk-management-frameworks,Cybersecurity
483,483,simplilearn,AWS Cloud Architect Masters Program,4.4 (20014),"Website Creation,Behavioral Marketing,Keyword Research,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/AWS_48px.svgz,https://www.simplilearn.com/aws-cloud-architect-certification-training-course?tag=UX/UI%20Design,UX/UI Design
632,632,edx,Generative AI Mastery: Revolutionizing Game Development,HP,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F2b6a09a3-61a9-415b-9048-cf90451c6bb2-681cbc2f42ed.png&w=256&q=75,https://www.edx.org/learn/computer-science/hp-generative-ai-mastery-revolutionizing-game-development?index=product&queryId=1e0c83d213f2cca4fd6326d815976f54&position=4,Graphic Design
845,845,learnvern,Graphic Designing with Photoshop in Telugu,7122,,https://assets.learnvern.com/course/icons/45988.svg,https://www.learnvern.com/photoshop-tutorial-in-telugu,Entrepreneurship Development
257,257,coursera,"Cyber Strategy, Planning & Compliance",,"Skills you'll gain: Cyber Governance, Cyber Security Strategy, Cyber Security Policies, Threat Modeling, Cyber Risk, Audit Planning, Compliance Management, Cyber Security Assessment, Enterprise Security, Cybersecurity, ISO/IEC 27001, Auditing, Change Management, Governance, Vulnerability Assessments, NIST 800-53, Risk Management, Risk Mitigation, Regulation and Legal Compliance, Policy Analysis",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/52/5e28205bad42f8a470d3dab116758c/Logo-Image.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/mq-csa-cyber-strategy-planning--compliance,Cybersecurity
484,484,simplilearn,Certified Business Analysis Professional (CBAP®),4.4 (10436),"Business analysis planning and monitoring,Elicitation and collaboration,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos_2/IIBA_CP_48px.svgz,https://www.simplilearn.com/project-management/cbap-preparatory-course-training?tag=UX/UI%20Design,UX/UI Design
633,633,edx,Intro Course: Data Storytelling,edX,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F4f8cb2c9-589b-4d1e-88c1-b01a02db3a9c-42611123eb6a.png&w=256&q=75,https://www.edx.org/learn/data-visualization/edx-intro-course-data-storytelling?index=product&queryId=1e0c83d213f2cca4fd6326d815976f54&position=5,Graphic Design
846,846,learnvern,Graphic Designing with Photoshop in Tamil,6050,,https://assets.learnvern.com/course/icons/26880.svg,https://www.learnvern.com/photoshop-tutorial-in-tamil,Entrepreneurship Development
258,258,coursera,Introduction to Cybersecurity Fundamentals,854 reviews,"Skills you'll gain: Computer Security Awareness Training, Cybersecurity, Security Awareness, Cyber Attacks, Data Security, Personally Identifiable Information, Malware Protection, Threat Management, Email Security, Mitigation",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f6/3490c4f35d4d8eb7603ff403a87216/Logo-image-25-.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/introduction-to-cybersecurity-fundamentals,Cybersecurity
485,485,simplilearn,Microsoft Certified DevOps Engineer Expert AZ-400,4.6 (82),"Configure processes and communications,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Azure_48px.svgz,https://www.simplilearn.com/microsoft-certified-devops-engineer-expert?tag=UX/UI%20Design,UX/UI Design
634,634,edx,Visual Presentation,RITx,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2Fde3e9ff0-477d-4496-8cfa-a98f902e5830-71b79f0ac34a.png&w=256&q=75,https://www.edx.org/learn/business-communications/rochester-institute-of-technology-visual-presentation-3?index=product&queryId=1e0c83d213f2cca4fd6326d815976f54&position=6,Graphic Design
847,847,learnvern,Graphic Designing with Photoshop in English,13924,,https://assets.learnvern.com/course/icons/98485.svg,https://www.learnvern.com/photoshop-tutorial,Entrepreneurship Development
259,259,coursera,Cyber Security Management and Leadership,,"Skills you'll gain: Cyber Governance, Incident Response, Computer Security Incident Management, Cyber Security Strategy, Cyber Risk, Risk Management, Cyber Threat Intelligence, Cybersecurity, Cyber Security Policies, Cyber Attacks, Governance, Cyber Security Assessment, Threat Management, ISO/IEC 27001, Leadership and Management, Threat Detection, Leadership, Compliance Management, NIST 800-53, Resilience",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/38/4ad6fd8a564129ab8c177748444e53/Logo-Image.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/mq-csa-cyber-security-management-and-leadership,Cybersecurity
486,486,simplilearn,ITIL® 4 Specialist: Drive Stakeholder Value,4.5 (271),"Multisupplier management,Relationship management,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/ITIL%20Axelos_48px.svgz,https://www.simplilearn.com/itil-specialist-drive-stakeholder-value-certification-course?tag=UX/UI%20Design,UX/UI Design
