,Heading,Revewe,Description,URL,image
180,Attract and Engage Customers with Digital Marketing,7.1K reviews,"Skills you'll gain: Search Engine Marketing, Google Ads, Search Engine Optimization, Target Audience, Digital Marketing, Online Advertising, Web Analytics and SEO, Persona Development, Keyword Research, Pay Per Click Advertising, Digital Advertising, Marketing, Advertising Campaigns, Marketing Strategies, Customer Acquisition Management, Lead Generation, Google Analytics",https://www.coursera.org/learn/attract-and-engage-customers,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e0/0fbbe057c7451e9339f24c963acb07/2_Antonio.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop&crop=faces
181,Microsoft Excel,116 reviews,"Skills you'll gain: Excel Macros, Prompt Engineering, Microsoft Excel, Data Cleansing, Excel Formulas, Pivot Tables And Charts, Microsoft Copilot, Dashboard, Forecasting, Data Presentation, Data Storytelling, Data Processing, Data Visualization Software, Data Manipulation, Data Visualization, Predictive Modeling, Data Quality, Statistical Analysis, Data Transformation, Data Analysis",https://www.coursera.org/professional-certificates/microsoft-excel-skills,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/13/a00baa9fcd4380a31477c1a7a7c0dc/Microsoft-Excel.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
182,Medical Billing and Coding Fundamentals,1.4K reviews,"Skills you'll gain: Medical Terminology, Revenue Cycle Management, Healthcare Ethics, Medical Billing and Coding, Conflict Management, Anatomy, Pathology, Cultural Responsiveness, ICD Coding (ICD-9/ICD-10), Patient Education And Counseling, Electronic Medical Record, Cultural Diversity, Cultural Sensitivity, Professionalism, Copayment Collection and Processing, Health Care Procedure and Regulation, Medical Records, Health Information Management and Medical Records, Health Care, Payment Processing",https://www.coursera.org/specializations/medical-billing-coding-fundamentals,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/c6/cab30338ab4979a05349efed453239/medical-billing-and-coding-fundamentals_600x600.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
183,Graphic Design,21K reviews,"Skills you'll gain: Typography, Design Elements And Principles, Graphic Design, Visual Design, Logo Design, Design Software, Digital Design, Creative Design, Graphic and Visual Design, Color Theory, Adobe InDesign, Photo Editing, Photography, Style Guides, Branding, Peer Review, Art History, Design, Design Strategies, Design Research",https://www.coursera.org/specializations/graphic-design,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/1d/5c8ca09f9b11e58b2bcd64bf4ee4c5/00.SPEC_1200-x-1200_logo.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
184,Meta Marketing Analytics,3.9K reviews,"Skills you'll gain: Data Storytelling, Data Presentation, Business Metrics, Key Performance Indicators (KPIs), Marketing Analytics, Bayesian Statistics, Data Visualization, Descriptive Statistics, Marketing Effectiveness, Statistical Hypothesis Testing, Target Audience, Marketing Strategies, Data Cleansing, Pandas (Python Package), Data Analysis, Data Visualization Software, A/B Testing, Data Collection, Marketing, Interviewing Skills",https://www.coursera.org/professional-certificates/facebook-marketing-analytics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f9/b547019484498cb03795459cf05402/Meta-Marketing-Analytics.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
185,Preparing for Google Cloud Certification: Cloud Architect,59K reviews,"Skills you'll gain: Cloud Infrastructure, Identity and Access Management, Kubernetes, Google Cloud Platform, Prompt Engineering, Application Deployment, Cloud Storage, Containerization, Infrastructure As A Service (IaaS), Cloud Computing, CI/CD, Cloud Computing Architecture, Cloud Security, Cloud Management, Cloud Services, Load Balancing, Service Level Agreement, Infrastructure as Code (IaC), Virtual Machines, Process Analysis",https://www.coursera.org/professional-certificates/gcp-cloud-architect,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/1d/714104d1c241e8981bb58390da9811/Option-2_1.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
186,Construction Management,9.3K reviews,"Skills you'll gain: Project Schedules, Construction Management, Construction Estimating, Project Finance, Cost Estimation, Punch Work, Project Risk Management, Bidding, Building Information Modeling, Scheduling, Cost Control, Environment Health And Safety, Project Closure, Lean Methodologies, Timelines, Real Estate, Finance, Construction, Business Transformation, Innovation",https://www.coursera.org/specializations/construction-management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/83/27c0906c9b11e697217132e89362f6/CM_SpecLogo800.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
187,"IBM Deep Learning with PyTorch, Keras and Tensorflow",3.8K reviews,"Skills you'll gain: PyTorch (Machine Learning Library), Keras (Neural Network Library), Reinforcement Learning, Deep Learning, Unsupervised Learning, Image Analysis, Data Manipulation, Verification And Validation, Generative AI, Artificial Neural Networks, Data Processing, Tensorflow, Predictive Modeling, Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Computer Vision, Artificial Intelligence, Scientific Visualization, Natural Language Processing, Time Series Analysis and Forecasting",https://www.coursera.org/professional-certificates/ibm-deep-learning-with-pytorch-keras-tensorflow,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/81/5d41af53324cfa9f14565be1bdb848/600x600px_546456614.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
188,Preparing for Google Cloud Certification: Cloud Engineer,59K reviews,"Skills you'll gain: Cloud Infrastructure, Identity and Access Management, Kubernetes, Google Cloud Platform, Prompt Engineering, Cloud Storage, Containerization, Infrastructure As A Service (IaaS), Cloud Computing Architecture, Cloud Management, Cloud Services, Load Balancing, Cloud Engineering, Application Deployment, Infrastructure as Code (IaC), Virtual Machines, Data Storage Technologies, Cloud Computing, Network Infrastructure, Docker (Software)",https://www.coursera.org/professional-certificates/cloud-engineering-gcp,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/64/b30013147f4398b756ee843ce9895c/Option-1_1.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
189,Improve Your English Communication Skills,27K reviews,"Skills you'll gain: Sales Presentation, Presentations, Business Writing, Verbal Communication Skills, Business Correspondence, Public Speaking, Cultural Diversity, Professional Networking, Cultural Sensitivity, English Language, Vocabulary, Communication, Interpersonal Communications, LinkedIn, Writing, Business Communication, Interviewing Skills, Instagram, Social Skills, Concision",https://www.coursera.org/specializations/improve-english,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/de/036cf0b65511e589fc15915145485b/199356_specialization_icon.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
190,Digital Marketing,23K reviews,"Skills you'll gain: Data Storytelling, Online Advertising, Marketing Analytics, Keyword Research, Email Marketing, Digital Media Strategy, Digital Advertising, Google Analytics, Digital Marketing, Analytics, Marketing Communications, Content Marketing, Social Media Marketing, Marketing, Web Analytics, Marketing Strategies, Integrated Marketing Communications, Performance Analysis, Data Analysis, Data Visualization",https://www.coursera.org/specializations/digital-marketing,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ec/eac2b0c1284f42bd71c0eb4f1e6f77/Gies_Coursera-icon.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
191,Financial Engineering and Risk Management,379 reviews,"Skills you'll gain: Portfolio Management, Derivatives, Financial Market, Securities (Finance), Investment Management, Financial Systems, Asset Management, Credit Risk, Actuarial Science, Mortgage Loans, Mathematical Modeling, Applied Mathematics, Financial Trading, Financial Modeling, Risk Modeling, Financial Services, Regression Analysis, Market Liquidity, Capital Markets, Statistical Methods",https://www.coursera.org/specializations/financialengineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/b9/0c619aede341858f59410b70c1178a/shutterstock_1923576143-1-.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
192,RAG for Generative AI Applications,41 reviews,"Skills you'll gain: Prompt Engineering, Generative AI, Large Language Modeling, Real Time Data, Application Development, Database Systems, Databases, Data Storage Technologies, Artificial Intelligence, NoSQL, Full-Stack Web Development, Flask (Web Framework), Database Management, Semantic Web, JSON, Applied Machine Learning, Application Frameworks, Database Architecture and Administration, Natural Language Processing, Jupyter",https://www.coursera.org/specializations/rag-for-generative-ai-applications,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/94/394b4b23434c90b27c5e9911fd24c6/1200x1200px_244031456.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop
193,IBM Applied DevOps Engineering,7.3K reviews,"Skills you'll gain: User Story, CI/CD, Istio, Open Web Application Security Project (OWASP), Continuous Integration, Application Deployment, Test Driven Development (TDD), Gherkin (Scripting Language), Jenkins, Kubernetes, Agile Software Development, DevOps, Code Coverage, OpenShift, Cloud Applications, Containerization, Secure Coding, Grafana, System Monitoring, Agile Methodology",https://www.coursera.org/professional-certificates/ibm-applied-devops-engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/76/71a71596614eeb95713aea7e0584fa/Applied-DevOps-PC.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
194,Epic Games Game Design,392 reviews,"Skills you'll gain: Unreal Engine, Game Design, Video Game Development, Animation and Game Design, Ideation, 3D Modeling, Visualization (Computer Graphics), Software Documentation, Software Design Documents, User Experience Design, Computer Graphics, Usability, User Interface (UI), User Experience, User Interface (UI) Design, Interactive Design, Virtual Environment, Version Control, Conceptual Design, Prototyping",https://www.coursera.org/professional-certificates/epic-games-game-design-professional-certificate,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/20/935777140f4c65989b120a06b819ca/epic-games-logo-360x360-black.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
195,Architecting with Google Compute Engine,58K reviews,"Skills you'll gain: Cloud Infrastructure, Identity and Access Management, Google Cloud Platform, Prompt Engineering, Kubernetes, Application Deployment, Cloud Storage, Containerization, Infrastructure As A Service (IaaS), Cloud Computing, CI/CD, Cloud Computing Architecture, Cloud Security, Cloud Services, Load Balancing, Service Level Agreement, Infrastructure as Code (IaC), Virtual Machines, Microservices, Service Level",https://www.coursera.org/specializations/gcp-architecture,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/6a/75d00056d811e7aae86b0ee90dd46b/hero-2.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
196,Learn SQL Basics for Data Science,17K reviews,"Skills you'll gain: Data Governance, Presentations, SQL, Apache Spark, Distributed Computing, Descriptive Statistics, Data Lakes, Data Storytelling, Peer Review, Exploratory Data Analysis, Data Quality, Data Pipelines, Databricks, JSON, Statistical Analysis, Data Modeling, Database Design, Data Analysis, Complex Problem Solving, Data Visualization",https://www.coursera.org/specializations/learn-sql-basics-data-science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/1f/09b6d03b7a11e98afdfdc3ec76e998/Specialization_Nav_Build_IMAGE2_600x600.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
197,Fintech: Foundations & Applications of Financial Technology,3.7K reviews,"Skills you'll gain: FinTech, Portfolio Management, Consumer Lending, Return On Investment, Blockchain, Cryptography, Credit/Debit Card Processing, Digital Assets, Financial Services, Payment Processing, Investments, Lending and Underwriting, Investment Management, Technology Strategies, Emerging Technologies, Risk Analysis, Fundraising and Crowdsourcing, Financial Market, Financial Analysis, Market Analysis",https://www.coursera.org/specializations/wharton-fintech,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a6/9006bd722940db9c67b379e448b648/digital-chain-blockchain-technology-concept-picture-id911054106.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
198,Product Management Certification,417 reviews,"Skills you'll gain: New Product Development, Product Management, Product Development, Innovation, Product Lifecycle Management, Product Roadmaps, Product Planning, Product Strategy, Project Management Life Cycle, Stakeholder Engagement, Stakeholder Management, Competitive Analysis, Product Testing, Business Development, Agile Product Development, Product Requirements, Commercialization, Leadership, Go To Market Strategy, Agile Methodology",https://www.coursera.org/specializations/product-management-certification,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/35/8f40143e5e4a46a95c2fbbbbb2e9b7/AdobeStock_193327289.jpeg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
199,Microsoft Project Management,468 reviews,"Skills you'll gain: Earned Value Management, Stakeholder Engagement, Project Closure, Stakeholder Management, Team Performance Management, Team Building, Agile Methodology, Risk Analysis, Agile Project Management, Stakeholder Communications, Systems Thinking, Project Risk Management, Project Implementation, Project Performance, Project Planning, Project Management Institute (PMI) Methodology, Risk Management, Communication, Planning, Budgeting",https://www.coursera.org/professional-certificates/microsoft-project-management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/18/b05f3ee57c4445aa5a27e2054a09b5/Microsoft-Project-Management.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
200,AWS Cloud Technology Consultant,6.6K reviews,"Skills you'll gain: AWS Identity and Access Management (IAM), Infrastructure as Code (IaC), Amazon CloudWatch, AWS CloudFormation, Amazon DynamoDB, Software Development Life Cycle, CI/CD, Amazon Web Services, Professional Networking, IT Automation, Cloud Computing, Amazon S3, Extract, Transform, Load, DevOps, Software Architecture, Cloud Computing Architecture, Cloud Management, Data Management, Problem Solving, Teamwork",https://www.coursera.org/professional-certificates/aws-cloud-technology-consultant,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/4b/bca2a4dc43408497819f5b976e14e9/302050841.jpeg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
201,Pharmacy Technician Fundamentals,1.1K reviews,"Skills you'll gain: Medical Terminology, Healthcare Ethics, Medication Dispensation, Pharmacist Assistance, Medical Prescription, Pharmacology, Conflict Management, Pharmacy Operations, Anatomy, Pathology, Cultural Responsiveness, Patient Safety, Patient Education And Counseling, Cultural Diversity, Pharmacy, Cultural Sensitivity, Pharmaceuticals, Professionalism, Medical Records, Health Information Management and Medical Records",https://www.coursera.org/specializations/pharmacy-technician-fundamentals,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/27/fea4c84bce488a8403f69a4b74f393/Pharmacy_Technician_Fundamentals_Specialization-Logo_Image-1200x1200.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
202,Think like a CFO,6.2K reviews,"Skills you'll gain: Financial Statement Analysis, Financial Statements, Corporate Finance, Accounting, Income Statement, Cash Flows, Financial Market, Capital Budgeting, Financial Accounting, Accrual Accounting, Operational Analysis, Financial Modeling, Working Capital, Balance Sheet, Financial Analysis, Financial Reporting, Management Accounting, Financial Management, Equities, Capital Markets",https://www.coursera.org/specializations/thinklikeacfo,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/7f/bfc6e881c54439a0059cfd6bbfce53/0.2_E-Think-like-a-CFO.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
203,"Start the UX Design Process: Empathize, Define, and Ideate",16K reviews,"Skills you'll gain: User Experience Design, User Story, Ideation, Usability, Web Content Accessibility Guidelines, User Research, Design Thinking, Human Centered Design, Competitive Analysis, User Flows, Persona Development",https://www.coursera.org/learn/start-ux-design-process,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ee/f70caecdc94bc0b572fc73de95341e/GoogleDC_0414_edit.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
204,Certified in Cybersecurity,1.1K reviews,"Skills you'll gain: Network Security, Incident Response, Business Continuity, Disaster Recovery, Security Controls, Configuration Management, Governance, Cybersecurity, Security Management, Computer Security Incident Management, Cyber Attacks, Computer Security Awareness Training, Information Assurance, Data Security, Infrastructure Security, Risk Management Framework, Event Monitoring, Encryption, Role-Based Access Control (RBAC), Authorization (Computing)",https://www.coursera.org/specializations/certified-in-cybersecurity,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/13/00d81b7c264c86beb3c66e9a6bdcae/ISC2_CC_RGB__mark600x600.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop
205,Process Data from Dirty to Clean,18K reviews,"Skills you'll gain: Data Cleansing, Sampling (Statistics), Data Integrity, Data Quality, Data Processing, Data Analysis, Data Transformation, Data Validation, Sample Size Determination, SQL, Spreadsheet Software",https://www.coursera.org/learn/process-data,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/33/241536097a4d84af9893478371eaa0/Process-Data-from-Dirty-to-Clean.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces
206,Microsoft Python Development,293 reviews,"Skills you'll gain: Web Scraping, Data Structures, Git (Version Control System), Generative AI, Version Control, Matplotlib, Plotly, DevOps, Agile Methodology, Web Development, Data Ethics, Flask (Web Framework), Data Visualization, Scripting, GitHub, Debugging, Data Cleansing, Data Analysis, Automation, Cloud Computing",https://www.coursera.org/professional-certificates/microsoft-python-developer,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/85/b322ebed824235921710c15744aa83/Image_1200x1200.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
207,AI Fundamentals for Non-Data Scientists,776 reviews,"Skills you'll gain: Generative AI, Big Data, Machine Learning, Customer Data Management, Tensorflow, Artificial Intelligence, Deep Learning, Algorithms, Process Optimization, Data Analysis, Artificial Neural Networks, Natural Language Processing",https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b8/7caade153743ebaf1309aee6cf07c6/AIforBusiness_fundamentals_coursera.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
208,Microsoft Cybersecurity Analyst,2.6K reviews,"Skills you'll gain: Threat Modeling, MITRE ATT&CK Framework, Penetration Testing, Azure Active Directory, Network Security, Computer Systems, Security Information and Event Management (SIEM), Security Testing, Encryption, Cybersecurity, System Testing, Cloud Security, Vulnerability Scanning, Threat Management, Cloud Computing, Business Software, Authentications, Active Directory, Data Management, Computer Security Incident Management",https://www.coursera.org/professional-certificates/microsoft-cybersecurity-analyst,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/92/80a69ccdb145b081950874d064934b/Microsoft-Cybersecurity-Analyst.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
209,Tools of the Trade: Linux and SQL,5.5K reviews,"Skills you'll gain: Bash (Scripting Language), Operating Systems, File Systems, Linux Commands, Linux, SQL, Unix, Database Management, Command-Line Interface, Relational Databases, Authorization (Computing), Authentications, User Accounts",https://www.coursera.org/learn/linux-and-sql,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/0a/aedb91d6db4112bd4ef900db8f4c37/4_CYBER_TOOLSOFTHETRADE.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces
210,ADP Entry-Level Payroll Specialist,489 reviews,"Skills you'll gain: Payroll, Payroll Processing, Payroll Systems, Payroll Tax, Payroll Reporting, Payroll Administration, Compensation Strategy, Tax Management, Data Entry, Employee Onboarding, Labor Compliance, Labor Law, Compensation Management, Compensation and Benefits, Non-Profit Accounting, Workforce Development, Tax Compliance, Human Resources, Benefits Administration, Data Analysis",https://www.coursera.org/professional-certificates/adp-payroll-specialist,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/9e/85291d03d843ca929142309d10a956/Professional-Certificate-image-URL.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
211,The Business of Health Care,1.9K reviews,"Skills you'll gain: People Management, Financial Reporting, Financial Statements, Income Statement, Employee Performance Management, Financial Analysis, Leadership and Management, Health Systems, Health Care Administration, Health Policy, Program Evaluation, Lean Methodologies, Decision Making, Organizational Change, Organizational Structure, Risk Analysis, Cash Flows, Health Care, Healthcare Industry Knowledge, Insurance",https://www.coursera.org/specializations/healthcare-administration-management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/26/c253603c0611e8b935e76060deb8e1/BOHC_WhartonOnline_Program_Thumb.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
212,Risk Management,1.4K reviews,"Skills you'll gain: Credit Risk, Operational Risk, Risk Management, Risk Management Framework, Business Risk Management, Risk Modeling, Risk Mitigation, Financial Market, Enterprise Risk Management (ERM), Risk Appetite, Risk Control, Derivatives, Governance, Portfolio Management, Risk Analysis, Capital Markets, Investment Management, Financial Analysis, Market Data, Key Performance Indicators (KPIs)",https://www.coursera.org/specializations/risk-management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ec/10fcf818904b81b030646254091c22/shutterstock_557416681.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
213,AWS Fundamentals,6.5K reviews,"Skills you'll gain: AWS Identity and Access Management (IAM), Amazon CloudWatch, Amazon DynamoDB, Amazon Web Services, Serverless Computing, Cloud Computing, Amazon S3, Scalability, Amazon Elastic Compute Cloud, Event-Driven Programming, Solution Architecture, Cloud Computing Architecture, Data Migration, Cloud Storage, Software Architecture, API Gateway, Cloud Management, Cloud Infrastructure, Cloud Security, Data Import/Export",https://www.coursera.org/specializations/aws-fundamentals,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/66/d1fa2d08e544a1a9eb9f7d493a22b2/AWS-Fundamentals.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
214,AWS Cloud Solutions Architect,6.7K reviews,"Skills you'll gain: AWS Identity and Access Management (IAM), Amazon CloudWatch, Data Lakes, Amazon DynamoDB, Amazon Web Services, Serverless Computing, Cloud Computing, Amazon S3, Scalability, Amazon Elastic Compute Cloud, Event-Driven Programming, Cloud Security, Solution Architecture, Data Visualization, Cloud Storage, Data Architecture, Software Architecture, Cloud Computing Architecture, API Gateway, Hybrid Cloud Computing",https://www.coursera.org/professional-certificates/aws-cloud-solutions-architect,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/76/502635507044d2a85518d04484b93b/AdobeStock_238076345--Coursera-SAA-Prof-Cert-image.jpeg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
215,Nursing Assistant Fundamentals,1K reviews,"Skills you'll gain: Medical Terminology, Healthcare Ethics, Conflict Management, Anatomy, Pathology, Cultural Responsiveness, Patient Assistance, Patient Education And Counseling, Cultural Diversity, Cultural Sensitivity, Professionalism, Direct Patient Care, Professional Development, Caregiving, Medical Records, Toileting, Patient Education and Support, Health Information Management and Medical Records, Biology, Communication",https://www.coursera.org/specializations/nursing-assistant-fundamentals,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/fb/efc84715bf42878ea088290c3dc63e/Specialization-Requested-Element-1-Specialization-Logo.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
216,IBM Machine Learning,3.2K reviews,"Skills you'll gain: Exploratory Data Analysis, Unsupervised Learning, Supervised Learning, Feature Engineering, Generative AI, Regression Analysis, Dimensionality Reduction, Reinforcement Learning, Data Cleansing, Data Access, Deep Learning, Data Analysis, Applied Machine Learning, Predictive Modeling, Statistical Analysis, Statistical Inference, Data Science, Machine Learning Algorithms, Machine Learning, Python Programming",https://www.coursera.org/professional-certificates/ibm-machine-learning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/78/0b8c921b6346f69278f39ba6ca8128/Professional-Certificate---IBM-Machine-Language.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop
217,"Unsupervised Learning, Recommenders, Reinforcement Learning",4.9K reviews,"Skills you'll gain: Unsupervised Learning, Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Data Ethics, Machine Learning, Machine Learning Algorithms, Supervised Learning, Artificial Intelligence, Reinforcement Learning, Artificial Neural Networks, Deep Learning, Anomaly Detection, Predictive Modeling, Dimensionality Reduction, Algorithms, Collaborative Software",https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/9d/94b73964644f83be145d935af64acc/Course-Logo--3.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
218,People and Soft Skills for Professional and Personal Success,4.3K reviews,"Skills you'll gain: Active Listening, Problem Solving, Collaboration, Presentations, Critical Thinking and Problem Solving, Interpersonal Communications, Teamwork, Conflict Management, Creative Problem-Solving, Constructive Feedback, Creative Thinking, Root Cause Analysis, Team Building, Virtual Teams, Public Speaking, Persuasive Communication, Client Services, Professional Development, Ability To Meet Deadlines, Verbal Communication Skills",https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/cc/59966630f54360964b25543e58cfa1/People-and-Soft-Skills-for-Professional-and-Personal-Success.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
